Track Name,Instrument
1007__1,gel
1024__3,gel
1017__3,gel
1018__3,gel
0891__3,gel
246__0936__2,gel
208__0981__2,gel
1034__3,gel
094__0844__1,gel
0738__3,gel
232__0758__2,gel
0743__2,gel
0989__1,gel
0989__1,cla
251__0833__2,gel
1018__2,gel
031__0974__1,gel
0898__3,gel
0988__2,gel
102__0813__3,gel
0922__3,gel
222__0761__3,gel
223__0858__3,gel
1002__1,gel
140__0819__2,gel
068__0807__1,gel
233__1124__2,gel
1027__1,gel
0876__1,gel
0878__2,gel
0889__1,gel
178__0746__1,gel
177__0803__2,gel
0873__3,gel
175__0805__1,gel
0905__1,gel
1014__3,gel
0909__2,gel
0872__1,gel
0920__1,gel
221__0985__3,gel
062__0830__3,gel
079__0958__3,gel
0999__3,gel
1006__3,gel
204__0937__3,gel
081__0966__1,gel
170__0944__1,gel
204__0937__1,gel
0987__3,gel
0906__3,gel
0879__1,gel
1034__1,gel
186__0750__2,gel
122__0847__2,gel
0882__3,gel
0989__3,gel
0989__3,cla
1032__2,gel
0887__3,gel
163__0776__3,gel
222__0761__2,gel
0893__1,gel
220__0942__3,gel
250__0960__1,gel
0919__3,gel
092__0797__3,gel
254__0984__2,gel
235__0802__1,gel
0870__3,gel
0917__2,gel
145__0949__3,gel
116__0968__2,gel
0741__3,gel
1036__2,gel
223__0858__2,gel
1008__1,gel
240__0791__2,gel
122__0847__3,gel
0872__3,gel
0877__1,gel
0884__2,gel
0888__1,gel
218__0862__2,gel
0911__2,gel
0895__2,gel
176__0982__2,gel
026__0856__2,gel
194__0753__3,gel
0905__3,gel
189__0793__1,gel
0897__2,gel
0918__1,gel
108__0955__1,gel
074__0792__1,gel
254__0984__3,gel
108__0955__2,gel
052__0963__2,gel
215__0865__1,gel
0995__3,gel
064__0786__3,gel
028__0930__2,gel
150__0962__2,gel
0925__3,gel
254__0984__1,gel
097__0778__2,gel
0926__3,gel
0998__1,gel
099__0959__3,gel
220__0942__2,gel
050__0860__3,gel
0988__1,gel
0994__3,gel
005__0822__3,gel
189__0793__2,gel
0997__1,gel
1015__1,gel
105__0964__3,gel
160__0832__3,gel
236__0859__2,gel
041__0759__3,gel
231__0933__3,gel
154__0836__2,gel
1003__1,gel
0916__2,gel
1016__2,gel
0996__3,gel
023__0855__1,gel
0991__3,gel
028__0930__3,gel
143__0931__1,gel
161__0840__3,gel
076__0861__2,gel
0990__2,gel
1026__1,gel
242__0818__3,gel
1029__1,gel
083__0748__1,gel
0888__2,gel
0920__2,gel
191__0799__1,gel
0901__3,gel
0901__3,cla
250__0960__3,gel
1022__2,gel
080__0809__3,gel
0922__1,gel
0742__2,gel
069__0762__3,gel
249__0784__2,gel
041__0759__1,gel
140__0819__1,gel
1010__1,gel
0993__2,gel
0880__3,gel
0991__2,gel
0879__3,gel
218__0862__3,gel
133__0977__3,gel
0892__3,gel
116__0968__3,gel
1029__2,gel
185__0845__2,gel
139__0764__2,gel
1016__3,gel
134__0798__3,gel
0887__1,gel
0990__3,gel
204__0937__2,gel
060__0824__3,gel
0926__2,gel
017__0827__3,gel
168__0826__3,gel
133__0977__2,gel
0889__3,gel
001__0829__2,gel
0913__3,gel
0881__2,gel
1003__3,gel
237__0789__3,gel
004__0941__1,gel
0870__1,gel
048__0929__2,gel
1002__2,gel
0878__3,gel
1021__1,gel
0886__3,gel
137__0940__1,gel
017__0827__2,gel
083__0748__2,gel
0871__2,gel
147__0857__2,gel
1023__1,gel
195__0801__1,gel
232__0758__3,gel
084__0804__3,gel
074__0792__3,gel
0869__3,gel
0895__3,gel
136__0961__1,gel
251__0833__3,gel
007__0943__3,gel
0885__3,gel
097__0778__3,gel
0891__1,gel
0881__1,gel
142__0760__2,gel
184__0863__2,gel
151__0782__2,gel
0915__3,gel
0993__1,gel
0925__2,gel
081__0966__2,gel
098__0837__3,gel
219__0983__2,gel
134__0798__2,gel
025__0806__3,gel
064__0786__1,gel
0878__1,gel
084__0804__2,gel
1000__3,gel
032__0834__2,gel
1013__3,gel
0994__2,gel
057__0788__2,gel
0987__1,gel
0924__1,gel
0920__3,gel
0917__3,gel
188__0795__2,gel
153__0946__3,gel
1027__3,gel
0882__1,gel
0928__2,gel
241__0967__3,gel
0921__2,gel
1019__1,gel
0887__2,gel
1007__3,gel
036__0785__2,gel
209__0757__3,gel
116__0968__1,gel
248__0938__3,gel
245__0821__3,gel
023__0855__2,gel
209__0757__2,gel
1024__1,gel
147__0857__1,gel
1022__3,gel
0868__3,gel
063__0851__3,gel
066__0820__3,gel
1013__1,gel
077__0749__1,gel
187__0952__3,gel
007__0943__1,gel
176__0982__1,gel
1009__1,gel
249__0784__1,gel
0988__3,gel
0907__2,gel
1251__1,org
1267__1,org
1151__3,org
1060__3,org
1107__1,org
1249__3,org
1157__2,org
1254__3,org
1167__3,org
1082__2,org
154__1116__1,org
1224__2,org
1097__3,org
1159__2,org
1143__3,org
1245__1,org
132__1119__3,org
1242__2,org
1201__1,org
1129__2,org
1186__1,org
1110__2,org
1214__2,org
1037__3,org
1154__1,org
1153__3,org
1256__2,org
1047__2,org
1197__1,org
001__1123__3,org
1181__2,org
1189__1,org
1219__3,org
1226__2,org
1229__1,org
1038__2,org
1069__3,org
1255__3,org
1147__3,org
1099__3,org
1073__2,org
1136__2,org
1037__2,org
1191__1,org
1160__1,org
1064__3,org
1081__1,org
1083__2,org
1232__3,org
1054__3,org
1227__1,org
1202__2,org
1158__1,org
1151__2,org
1251__3,org
1262__1,org
1219__1,org
1166__1,org
1148__1,org
1051__2,org
1177__1,org
1085__1,org
1079__2,org
1181__1,org
1221__2,org
1049__2,org
1210__3,org
1196__1,org
1192__1,org
1176__2,org
1126__2,org
1074__1,org
1156__3,org
1051__1,org
1106__1,org
1169__1,org
1184__3,org
1126__3,org
1164__3,org
1271__1,org
1050__2,org
1202__3,org
1190__2,org
1208__3,org
1108__3,org
1130__1,org
1255__2,org
1261__3,org
1071__1,org
1094__2,org
1249__2,org
1277__3,org
1189__2,org
1247__1,org
1059__2,org
1174__3,org
1248__1,org
1163__3,org
1167__2,org
1247__3,org
1107__2,org
1237__2,org
1215__2,org
1113__1,org
1206__1,org
1093__2,org
1131__3,org
1204__2,org
1081__2,org
1056__2,org
1090__3,org
1076__2,org
1084__3,org
1262__2,org
1156__2,org
1194__2,org
1165__2,org
1044__1,org
1188__1,org
1247__2,org
1137__1,org
1038__1,org
1170__2,org
1135__2,org
1100__1,org
1055__3,org
1160__2,org
1142__1,org
1073__3,org
1048__1,org
1189__3,org
1089__3,org
1238__2,org
1099__2,org
1055__1,org
1082__3,org
1178__2,org
1058__1,org
1253__1,org
1096__2,org
1228__3,org
1242__1,org
1199__2,org
1205__3,org
1139__1,org
1213__2,org
1155__2,org
1209__2,org
1166__2,org
1144__2,org
1102__2,org
1082__1,org
1076__3,org
1097__1,org
1069__1,org
1105__1,org
1211__2,org
1109__3,org
1236__3,org
1169__3,org
1064__2,org
1246__2,org
1075__2,org
1087__3,org
1175__1,org
1205__2,org
1040__1,org
1076__1,org
1180__1,org
1246__1,org
1223__1,org
1114__3,org
1132__1,org
1112__1,org
1206__3,org
1147__1,org
1161__3,org
1137__3,org
227__1118__3,org
1038__3,org
1180__3,org
1194__3,org
1057__3,org
1256__3,org
1185__2,org
1235__3,org
1132__2,org
1192__2,org
1271__2,org
238__1125__2,org
1277__2,org
1128__2,org
1174__2,org
1092__1,org
1249__1,org
1053__3,org
1069__2,org
1100__2,org
1109__1,org
1077__2,org
1253__2,org
1042__3,org
1173__3,org
1207__1,org
1130__3,org
1265__2,org
1132__3,org
1235__2,org
1067__1,org
1164__1,org
1142__2,org
1266__3,org
1064__1,org
1231__1,org
1128__1,org
1173__1,org
1204__1,org
1232__1,org
1048__3,org
1177__2,org
1065__2,org
1180__2,org
1244__2,org
238__1125__3,org
1096__1,org
1238__1,org
110__1117__2,org
1241__1,org
1224__1,org
1073__1,org
1179__3,org
1238__3,org
1159__1,org
1213__3,org
1218__2,org
1075__3,org
1183__1,org
1240__1,org
1095__2,org
1078__3,org
1160__3,org
1098__2,org
1066__3,org
1182__2,org
1138__2,org
1201__3,org
1094__1,org
079__1122__3,org
1086__2,org
1041__2,org
1165__1,org
1049__3,org
1263__2,org
1207__3,org
1135__3,org
1157__1,org
1111__3,org
1070__2,org
1248__2,org
1161__2,org
1234__3,org
1136__3,org
1254__2,org
1233__3,org
1129__1,org
1052__3,org
1243__1,org
1215__3,org
1267__3,org
1185__1,org
1105__3,org
1216__2,org
1060__2,org
1088__2,org
1270__3,org
1213__1,org
1083__1,org
1183__3,org
1193__3,org
1061__3,org
1085__2,org
1065__3,org
1101__1,org
1190__1,org
1037__1,org
1104__2,org
1138__3,org
1136__1,org
1197__2,org
1104__3,org
1092__3,org
1240__3,org
1183__2,org
1181__3,org
1098__3,org
1145__2,org
1245__2,org
1177__3,org
1063__2,org
1078__1,org
1046__2,org
1244__1,org
1101__3,org
1153__1,org
1210__1,org
1191__2,org
1115__3,org
1178__3,org
1218__1,org
1085__3,org
1093__1,org
1058__2,org
1195__1,org
1208__1,org
1221__3,org
227__1118__2,org
1243__2,org
1044__3,org
1039__1,org
1212__1,org
1202__1,org
1133__2,org
1155__3,org
1215__1,org
1222__3,org
238__1125__1,org
1267__2,org
1179__2,org
1056__3,org
1074__3,org
1174__1,org
1039__3,org
1090__2,org
1106__3,org
1087__2,org
1216__1,org
1145__1,org
1209__1,org
1242__3,org
1182__1,org
1195__2,org
1053__2,org
1161__1,org
1223__2,org
1259__3,org
1134__2,org
1141__1,org
1259__1,org
1227__2,org
1066__1,org
1149__3,org
1187__2,org
1126__1,org
1228__2,org
1072__3,org
1047__1,org
1060__1,org
1078__2,org
1240__2,org
1260__2,org
1162__2,org
132__1119__2,org
1040__2,org
1079__3,org
1043__2,org
1061__2,org
1266__2,org
1239__1,org
1231__3,org
1230__3,org
154__1116__3,org
1080__2,org
1222__1,org
1203__1,org
1235__1,org
1154__3,org
1175__2,org
1255__1,org
1089__1,org
110__1117__3,org
1261__1,org
1080__1,org
1193__2,org
1227__3,org
1264__1,org
1266__1,org
1072__1,org
1257__2,org
1141__2,org
1201__2,org
1150__1,org
1045__3,org
1066__2,org
1165__3,org
1214__1,org
1139__2,org
1223__3,org
1265__1,org
1203__2,org
1052__1,org
1071__2,org
1110__1,org
1188__3,org
1050__1,org
1133__1,org
1219__2,org
1112__3,org
1269__1,org
1244__3,org
1226__3,org
1195__3,org
1250__3,org
1257__1,org
1143__1,org
1175__3,org
1091__3,org
1168__2,org
1039__2,org
1199__1,org
1209__3,org
1245__3,org
1261__2,org
1171__3,org
1208__2,org
1226__1,org
1186__2,org
1099__1,org
1168__3,org
1211__1,org
1140__2,org
1084__1,org
1057__1,org
1157__3,org
1205__1,org
1264__3,org
1162__1,org
1089__2,org
1068__1,org
154__1116__2,org
079__1122__1,org
1055__2,org
1254__1,org
1212__3,org
079__1122__2,org
1168__1,org
1134__3,org
1051__3,org
1058__3,org
1192__3,org
1200__2,org
1135__1,org
1079__1,org
1246__3,org
1042__1,org
1172__1,org
1233__2,org
1138__1,org
1268__2,org
1196__3,org
1113__2,org
1193__1,org
1115__1,org
1149__1,org
1200__3,org
1258__3,org
1198__3,org
1194__1,org
1220__1,org
1268__1,org
1044__2,org
1184__2,org
1065__1,org
1216__3,org
1095__3,org
1131__2,org
1221__1,org
1083__3,org
1070__3,org
1241__3,org
1091__1,org
1046__3,org
1187__3,org
1163__1,org
1163__2,org
1145__3,org
1137__2,org
1046__1,org
1097__2,org
1187__1,org
1269__2,org
110__1117__1,org
1050__3,org
1143__2,org
1241__2,org
1239__2,org
1098__1,org
1149__2,org
1093__3,org
1112__2,org
001__1123__2,org
1159__3,org
1224__3,org
1228__1,org
1113__3,org
1190__3,org
1179__1,org
1170__1,org
1043__1,org
1220__3,org
1054__2,org
1230__1,org
1171__2,org
1225__3,org
1270__1,org
1169__2,org
1182__3,org
1049__1,org
1258__1,org
1152__2,org
1262__3,org
1152__3,org
1042__2,org
1075__1,org
1237__3,org
1043__3,org
1068__3,org
1199__3,org
1053__1,org
1277__1,org
1251__2,org
1153__2,org
1225__1,org
1045__2,org
1265__3,org
1127__1,org
1184__1,org
1166__3,org
1170__3,org
1106__2,org
1110__3,org
1264__2,org
1048__2,org
1059__3,org
1203__3,org
1253__3,org
1196__2,org
1139__3,org
1178__1,org
1094__3,org
1271__3,org
1198__2,org
1108__1,org
1232__2,org
1041__1,org
1250__1,org
1115__2,org
1256__1,org
1111__2,org
1197__3,org
1057__2,org
1059__1,org
1077__3,org
001__1123__1,org
1167__1,org
1086__1,org
1230__2,org
1052__2,org
1279__1,org
132__1119__1,org
1217__1,org
1151__1,org
1063__3,org
1088__1,org
1233__1,org
1158__2,org
1222__2,org
1056__1,org
1063__1,org
1164__2,org
1087__1,org
1147__2,org
1067__2,org
1100__3,org
1096__3,org
1200__1,org
1108__2,org
1127__3,org
1217__2,org
1239__3,org
1127__2,org
1243__3,org
1074__2,org
1172__2,org
1144__1,org
1186__3,org
1077__1,org
1131__1,org
1237__1,org
1102__3,org
1250__2,org
1130__2,org
1109__2,org
1141__3,org
1259__2,org
1212__2,org
1040__3,org
1107__3,org
1236__2,org
1162__3,org
1176__1,org
1172__3,org
1105__2,org
1263__1,org
1152__1,org
1257__3,org
1104__1,org
1150__3,org
1067__3,org
1206__2,org
1154__2,org
1188__2,org
1045__1,org
1070__1,org
1134__1,org
1258__2,org
1101__2,org
1061__1,org
1225__2,org
227__1118__1,org
1198__1,org
1092__2,org
1091__2,org
1071__3,org
1185__3,org
1148__2,org
1140__1,org
1204__3,org
1084__2,org
1248__3,org
1148__3,org
1214__3,org
1102__1,org
1080__3,org
1156__1,org
1155__1,org
1234__2,org
1114__2,org
1142__3,org
1234__1,org
1229__2,org
1263__3,org
1211__3,org
1158__3,org
1144__3,org
1114__1,org
1260__3,org
1231__2,org
1047__3,org
1086__3,org
1140__3,org
1268__3,org
1210__2,org
1173__2,org
1270__2,org
1072__2,org
1220__2,org
1171__1,org
1090__1,org
1150__2,org
1095__1,org
1191__3,org
1088__3,org
1236__1,org
1054__1,org
1218__3,org
1041__3,org
1260__1,org
1111__1,org
1128__3,org
1269__3,org
1068__2,org
1207__2,org
1517__3,pia
1505__1,pia
118__1429__1,pia
1488__1,pia
1483__3,pia
1514__2,pia
224__1422__3,pia
1453__1,pia
1453__1,cla
1465__3,pia
1531__2,pia
1523__3,pia
1321__3,pia
125__1378__1,pia
125__1378__1,cla
1478__1,pia
1369__2,pia
1369__2,cla
218__1417__2,pia
218__1417__2,cla
1488__3,pia
1310__1,pia
1323__2,pia
1323__2,cla
1337__2,pia
1337__2,cla
1470__1,pia
1329__2,pia
1484__1,pia
1482__2,pia
1361__2,pia
1361__2,cla
1500__2,pia
002__1382__1,pia
002__1382__1,cla
1524__1,pia
261__1427__1,pia
1298__3,pia
1330__2,pia
1352__2,pia
1352__2,cla
1500__3,pia
1348__3,pia
219__1393__2,pia
219__1393__2,cla
1489__3,pia
112__1392__3,pia
112__1392__3,cla
1292__1,pia
1292__1,cla
1531__1,pia
067__1388__3,pia
067__1388__3,cla
185__1442__2,pia
155__1415__2,pia
155__1415__2,cla
1293__1,pia
1293__1,cla
1444__2,pia
1444__2,cla
1287__3,pia
001__1389__1,pia
001__1389__1,cla
1457__3,pia
1457__3,cla
1462__2,pia
1340__2,pia
1515__2,pia
160__1433__3,pia
1526__1,pia
160__1433__2,pia
1291__1,pia
1291__1,cla
1511__1,pia
124__1426__3,pia
004__1394__3,pia
004__1394__3,cla
1479__2,pia
212__1397__1,pia
212__1397__1,cla
1300__1,pia
1337__3,pia
1337__3,cla
1445__1,pia
1490__2,pia
1495__3,pia
1460__1,pia
1306__1,pia
1528__1,pia
161__1441__3,pia
1348__2,pia
1463__3,pia
1467__1,pia
1357__2,pia
1453__3,pia
1453__3,cla
1447__2,pia
1447__2,cla
239__1391__3,pia
239__1391__3,cla
1375__1,pia
1375__1,cla
1373__1,pia
1507__1,pia
1338__2,pia
1338__2,cla
1512__2,pia
1490__1,pia
1289__2,pia
1366__1,pia
1336__2,pia
001__1389__2,pia
001__1389__2,cla
124__1426__2,pia
1470__2,pia
1324__1,pia
1324__1,cla
1327__2,pia
1327__2,cla
155__1415__1,pia
155__1415__1,cla
1482__3,pia
1456__3,pia
1456__3,cla
134__1405__3,pia
134__1405__3,cla
1282__1,pia
220__1416__1,pia
220__1416__1,cla
086__1424__1,pia
1483__1,pia
1306__3,pia
1358__2,pia
1452__1,pia
1482__1,pia
1372__2,pia
1458__3,pia
1458__3,cla
1287__1,pia
1307__1,pia
1307__1,cla
1328__2,pia
1498__1,pia
1498__1,cla
1338__1,pia
1338__1,cla
1476__3,pia
1333__3,pia
1337__1,pia
1337__1,cla
1376__3,pia
1360__2,pia
1462__1,pia
1486__2,pia
1457__1,pia
1457__1,cla
1317__1,pia
1496__3,pia
1496__3,cla
051__1431__1,pia
162__1436__1,pia
1472__3,pia
199__1383__3,pia
199__1383__3,cla
072__1395__3,pia
072__1395__3,cla
1562__2,pia
1562__2,cla
1351__2,pia
1475__1,pia
1480__3,pia
1354__1,pia
1295__1,pia
1282__3,pia
1448__2,pia
1448__2,cla
152__1440__3,pia
1536__3,pia
1541__1,pia
1478__2,pia
1313__3,pia
1325__2,pia
1325__2,cla
1513__3,pia
178__1379__3,pia
178__1379__3,cla
135__1396__2,pia
135__1396__2,cla
162__1436__2,pia
1523__2,pia
1473__1,pia
1524__2,pia
1301__3,pia
1501__1,pia
1300__2,pia
108__1386__2,pia
108__1386__2,cla
1494__1,pia
1448__1,pia
1448__1,cla
1331__1,pia
1301__1,pia
1529__3,pia
1533__2,pia
229__1434__1,pia
1302__3,pia
1318__1,pia
190__1435__3,pia
1469__3,pia
1362__2,pia
1362__2,cla
029__1411__1,pia
029__1411__1,cla
1484__2,pia
1284__2,pia
1284__2,cla
254__1406__2,pia
254__1406__2,cla
1308__3,pia
1308__3,cla
1491__1,pia
1339__1,pia
1501__2,pia
1514__3,pia
1503__1,pia
1357__1,pia
1282__2,pia
196__1439__1,pia
1359__1,pia
1370__2,pia
1370__2,cla
1374__2,pia
1374__2,cla
1512__3,pia
1490__3,pia
108__1386__1,pia
108__1386__1,cla
1308__2,pia
1308__2,cla
1461__2,pia
1353__3,pia
104__1387__2,pia
104__1387__2,cla
1361__1,pia
1361__1,cla
084__1410__2,pia
084__1410__2,cla
1365__1,pia
1365__1,cla
125__1378__2,pia
125__1378__2,cla
1365__3,pia
1365__3,cla
1311__3,pia
1499__2,pia
1499__2,cla
1516__1,pia
1303__1,pia
1294__1,pia
1294__1,cla
1515__1,pia
199__1383__2,pia
199__1383__2,cla
1526__2,pia
055__1420__1,pia
1562__3,pia
1562__3,cla
1377__1,pia
229__1434__2,pia
182__1421__1,pia
1473__2,pia
1467__3,pia
1474__2,pia
101__1399__2,pia
101__1399__2,cla
1461__3,pia
1333__2,pia
1296__3,pia
1297__1,pia
1297__1,cla
1348__1,pia
1284__3,pia
1284__3,cla
1370__1,pia
1370__1,cla
1508__1,pia
1305__3,pia
1305__3,cla
125__1378__3,pia
125__1378__3,cla
029__1411__3,pia
029__1411__3,cla
229__1434__3,pia
1503__2,pia
1497__3,pia
1497__3,cla
199__1383__1,pia
199__1383__1,cla
1377__2,pia
1301__2,pia
113__1407__2,pia
113__1407__2,cla
1521__1,pia
135__1396__1,pia
135__1396__1,cla
1311__2,pia
1541__2,pia
228__1437__3,pia
1452__2,pia
1350__2,pia
1350__2,cla
162__1436__3,pia
1314__3,pia
1351__3,pia
1326__3,pia
1473__3,pia
1298__2,pia
1349__2,pia
1509__2,pia
1315__3,pia
1373__3,pia
042__1409__1,pia
042__1409__1,cla
057__1413__1,pia
057__1413__1,cla
1504__1,pia
1472__2,pia
1345__1,pia
218__1417__1,pia
218__1417__1,cla
1307__3,pia
1307__3,cla
1318__3,pia
1485__2,pia
1531__3,pia
1345__3,pia
1536__2,pia
1340__1,pia
239__1391__2,pia
239__1391__2,cla
064__1430__1,pia
032__1425__3,pia
1343__1,pia
1476__2,pia
1534__1,pia
1532__2,pia
1445__3,pia
1313__1,pia
072__1395__1,pia
072__1395__1,cla
107__1412__3,pia
107__1412__3,cla
1499__3,pia
1499__3,cla
1471__3,pia
1372__3,pia
1335__2,pia
1512__1,pia
1468__3,pia
231__1408__1,pia
231__1408__1,cla
042__1409__3,pia
042__1409__3,cla
1469__2,pia
1294__2,pia
1294__2,cla
104__1387__3,pia
104__1387__3,cla
024__1414__1,pia
024__1414__1,cla
1446__3,pia
1533__1,pia
1326__1,pia
1377__3,pia
220__1416__2,pia
220__1416__2,cla
1506__2,pia
1443__1,pia
228__1437__1,pia
1291__2,pia
1291__2,cla
1318__2,pia
1459__1,pia
1498__2,pia
1498__2,cla
1461__1,pia
131__1402__1,pia
131__1402__1,cla
1522__1,pia
1495__2,pia
1353__2,pia
212__1397__3,pia
212__1397__3,cla
1283__1,pia
1283__1,cla
1330__1,pia
1366__2,pia
1499__1,pia
1499__1,cla
212__1397__2,pia
212__1397__2,cla
1332__3,pia
118__1429__3,pia
1321__2,pia
1373__2,pia
1500__1,pia
1457__2,pia
1457__2,cla
1340__3,pia
1465__1,pia
1370__3,pia
1370__3,cla
1509__3,pia
1460__2,pia
1444__1,pia
1444__1,cla
1529__2,pia
1363__3,pia
1456__1,pia
1456__1,cla
072__1395__2,pia
072__1395__2,cla
1480__1,pia
1313__2,pia
239__1391__1,pia
239__1391__1,cla
1481__2,pia
1495__1,pia
1470__3,pia
1324__3,pia
1324__3,cla
1471__2,pia
219__1393__3,pia
219__1393__3,cla
1485__1,pia
1339__2,pia
170__1403__1,pia
170__1403__1,cla
029__1411__2,pia
029__1411__2,cla
1505__3,pia
064__1430__3,pia
157__1400__3,pia
157__1400__3,cla
1527__1,pia
218__1417__3,pia
218__1417__3,cla
1354__3,pia
222__1438__2,pia
1371__2,pia
1525__1,pia
1305__1,pia
1305__1,cla
051__1431__2,pia
1356__3,pia
1352__3,pia
1352__3,cla
1486__1,pia
137__1381__2,pia
137__1381__2,cla
063__1418__1,pia
063__1418__1,cla
1463__2,pia
1356__2,pia
1516__3,pia
1474__3,pia
1460__3,pia
084__1410__1,pia
084__1410__1,cla
1316__2,pia
1522__3,pia
1317__3,pia
1475__2,pia
1333__1,pia
1352__1,pia
1352__1,cla
1492__2,pia
231__1408__2,pia
231__1408__2,cla
1491__2,pia
137__1381__3,pia
137__1381__3,cla
1323__1,pia
1323__1,cla
1336__1,pia
1294__3,pia
1294__3,cla
1312__1,pia
1312__1,cla
1360__3,pia
1497__1,pia
1497__1,cla
1288__2,pia
1507__2,pia
185__1442__3,pia
118__1429__2,pia
161__1441__2,pia
153__1419__3,pia
1458__2,pia
1458__2,cla
1496__2,pia
1496__2,cla
1527__2,pia
1459__3,pia
1281__1,pia
1346__2,pia
1346__2,cla
1516__2,pia
1472__1,pia
1331__2,pia
1297__2,pia
1297__2,cla
182__1421__2,pia
196__1439__3,pia
1503__3,pia
1509__1,pia
1527__3,pia
1487__3,pia
1367__3,pia
1367__3,cla
101__1399__3,pia
101__1399__3,cla
107__1412__2,pia
107__1412__2,cla
113__1407__1,pia
113__1407__1,cla
1344__2,pia
261__1427__2,pia
1283__2,pia
1283__2,cla
1325__3,pia
1325__3,cla
1453__2,pia
1453__2,cla
134__1405__1,pia
134__1405__1,cla
1331__3,pia
228__1437__2,pia
1536__1,pia
1520__1,pia
1521__2,pia
215__1432__2,pia
1450__2,pia
1296__2,pia
1351__1,pia
1489__2,pia
1447__1,pia
1447__1,cla
1355__2,pia
1355__2,cla
031__1444__1,pia
031__1444__1,cla
1344__1,pia
1443__3,pia
1475__3,pia
1320__3,pia
1353__1,pia
1449__1,pia
1449__1,cla
027__1398__1,pia
027__1398__1,cla
170__1403__2,pia
170__1403__2,cla
063__1418__2,pia
063__1418__2,cla
1522__2,pia
124__1426__1,pia
1284__1,pia
1284__1,cla
1477__2,pia
1528__3,pia
144__1380__1,pia
144__1380__1,cla
1317__2,pia
1359__2,pia
1356__1,pia
1511__2,pia
1530__2,pia
107__1412__1,pia
107__1412__1,cla
1456__2,pia
1456__2,cla
067__1388__2,pia
067__1388__2,cla
1468__1,pia
084__1410__3,pia
084__1410__3,cla
057__1413__2,pia
057__1413__2,cla
1465__2,pia
1322__3,pia
1322__3,cla
1452__3,pia
1290__2,pia
131__1402__2,pia
131__1402__2,cla
1289__1,pia
1514__1,pia
1375__3,pia
1375__3,cla
1281__2,pia
157__1400__2,pia
157__1400__2,cla
1283__3,pia
1283__3,cla
1506__3,pia
1297__3,pia
1297__3,cla
1510__1,pia
1303__2,pia
215__1432__3,pia
1344__3,pia
1493__1,pia
222__1438__1,pia
1349__3,pia
004__1394__1,pia
004__1394__1,cla
1474__1,pia
1526__3,pia
1324__2,pia
1324__2,cla
1519__1,pia
1322__2,pia
1322__2,cla
1480__2,pia
056__1385__3,pia
056__1385__3,cla
204__1401__1,pia
204__1401__1,cla
153__1419__1,pia
1496__1,pia
1496__1,cla
1341__1,pia
1341__1,cla
1487__1,pia
204__1401__2,pia
204__1401__2,cla
1529__1,pia
032__1425__2,pia
1364__2,pia
1364__2,cla
1458__1,pia
1458__1,cla
1310__2,pia
1349__1,pia
1321__1,pia
056__1385__1,pia
056__1385__1,cla
1354__2,pia
1363__1,pia
196__1439__2,pia
1508__3,pia
1492__1,pia
1497__2,pia
1497__2,cla
1484__3,pia
215__1432__1,pia
1323__3,pia
1323__3,cla
1300__3,pia
1479__1,pia
1483__2,pia
244__1384__2,pia
244__1384__2,cla
108__1386__3,pia
108__1386__3,cla
1334__3,pia
086__1424__3,pia
254__1406__3,pia
254__1406__3,cla
1339__3,pia
1486__3,pia
1281__3,pia
1314__2,pia
1478__3,pia
064__1430__2,pia
113__1407__3,pia
113__1407__3,cla
244__1384__1,pia
244__1384__1,cla
027__1398__2,pia
027__1398__2,cla
1369__1,pia
1369__1,cla
1376__1,pia
1286__3,pia
1295__3,pia
1288__1,pia
1515__3,pia
1316__3,pia
155__1415__3,pia
155__1415__3,cla
1501__3,pia
1362__1,pia
1362__1,cla
1310__3,pia
1315__1,pia
1332__1,pia
1505__2,pia
1546__2,pia
1507__3,pia
093__1428__2,pia
1546__1,pia
1518__3,pia
031__1444__2,pia
031__1444__2,cla
1477__1,pia
1449__3,pia
1449__3,cla
1469__1,pia
1537__1,pia
1290__1,pia
055__1420__3,pia
1302__2,pia
057__1413__3,pia
057__1413__3,cla
1462__3,pia
1335__1,pia
135__1396__3,pia
135__1396__3,cla
1364__3,pia
1364__3,cla
1291__3,pia
1291__3,cla
1361__3,pia
1361__3,cla
1532__1,pia
1315__2,pia
178__1379__2,pia
178__1379__2,cla
1326__2,pia
1293__2,pia
1293__2,cla
002__1382__3,pia
002__1382__3,cla
1477__3,pia
1493__2,pia
1488__2,pia
1289__3,pia
1521__3,pia
1355__1,pia
1355__1,cla
1328__1,pia
1325__1,pia
1325__1,cla
1459__2,pia
1491__3,pia
1485__3,pia
1498__3,pia
1498__3,cla
1510__2,pia
002__1382__2,pia
002__1382__2,cla
190__1435__2,pia
1489__1,pia
254__1406__1,pia
254__1406__1,cla
1374__1,pia
1374__1,cla
001__1389__3,pia
001__1389__3,cla
1366__3,pia
1537__2,pia
224__1422__2,pia
093__1428__1,pia
157__1400__1,pia
157__1400__1,cla
1449__2,pia
1449__2,cla
134__1405__2,pia
134__1405__2,cla
1492__3,pia
1358__1,pia
1346__1,pia
1346__1,cla
1541__3,pia
1494__3,pia
204__1401__3,pia
204__1401__3,cla
1343__3,pia
1288__3,pia
1517__2,pia
1343__2,pia
178__1379__1,pia
178__1379__1,cla
1518__1,pia
144__1380__3,pia
144__1380__3,cla
1334__1,pia
